,Temperature,Humidity,Light,CO2,HumidityRatio
1391,19.23,30.53333333,31,433,0.00420699
1392,20.445,21.29,0,446.5,0.003157707
1393,21.39,33.7,514,1326.5,0.005315766
1394,19.79,27.1,0,441,0.003864124
1395,994.89,24.29,0,445.5,0.003706077
1396,21.39,19.89,81.25,688.75,0.003126457
1397,21.5,33.69333333,479,1429,0.005350948
1398,19.7,19.39,0,454,0.002744454
1399,21,19.66,24,440.25,0.003016681
1400,21,18.7675,206.5,456.75,0.002879099
1401,22.29,26.1,459,846.75,0.004342837
1402,21.1,21.15,436.5,769.75,0.003266618
1403,21.29,19.575,492.75,658.75,0.003057801
1404,21.56666667,26.2,0,502,0.004170059
1405,20.29,32.9,0,463.3333333,0.004846247
1406,20,25.29,0,440,0.003652056
1407,22.29,17.7,100,440,0.002938539
1408,333.79,31.96333333,441,1167,0.004855829
1409,20,18.84,0,439,0.002716562
1410,19.39,26.7,0,465,0.003712727
1411,22.2,26.9175,447,842.5,0.004455187
1412,20.29,29.23,253.3333333,427.6666667,0.004301908
1413,21.79,37.29,0,1661.5,0.006034698
1414,20.1,33,0,443.5,0.004803862
1415,22.2,21.575,512.75,910.75,0.003565866
1416,22,27.1,0,560,0.004430876
1417,21.7675,7166.795,485.25,860.75,0.003346278
1418,20.39,20.2,0,439,0.002985058
1419,20.89,24.175,0,447.25,0.003688426
1420,19.7,30.2,72.75,425.5,0.004285039
1421,21.1,1972.5,0,470.5,0.003010542
1422,19.29,26.2,0,461.5,0.003620051
1423,19.73,9411.963333,0,439,0.003973097
1424,22.1,38.845,433,1997.5,0.006410229
1425,19.7,19.5,0,455,0.002760093
1426,338.76,20.53333333,490.6666667,818.3333333,0.003302425
1427,20.29,18.745,0,435.5,0.002751957
1428,20.5,18.945,0,437,0.002817922
1429,20.6,20.7,0,451.3333333,0.00309941
1430,20.39,18.7,0,434.5,0.002762411
1431,561.6,17.2,170,446,0.002909717
1432,19.7,28.5,0,437,0.00404226
1433,21,24.89,0,435.5,0.003824119
1434,19.56666667,27.56666667,393.6666667,492.3333333,0.003876606
1435,23,16.89,241.3333333,444,0.002927493
1436,812.1,27.2,419,701.6666667,0.004756993
1437,491.2,26.2,63,418.5,0.003831694
1438,19.315,30.6,24,430,0.004238775
1439,19.79,19.2,0,450,0.002732733
1440,21.4725,25.865,0,493.75,0.004092568
1441,19.2,31.1,0,430,0.004277545
1442,20.29,33.09,0,449,0.004874453
1443,21.175,19.79,0,514.75,0.003069708
1444,21.675,21.175,433,798.75,0.003388442
1445,21.2,19.29,0,491,0.002996394
1446,20.2,9556.9,0,451.5,0.004819147
1447,22.625,26.4975,565.75,1037.5,0.004500811
1448,22.1,39.0675,433,2025.25,0.006447327
1449,20.39,1104.033333,173.3333333,456,0.002811874
1450,19.5,26.55,0,461.6666667,0.003717246
1451,20.5,21.29,0,447,0.003168499
1452,21.4175,33.2725,464,1441.75,0.00525669
1453,19.39,26.89,0,470.5,0.003739306
1454,20.2,19.06666667,0,449.3333333,0.00278379
1455,21.245,5633.925,474.5,1126.5,0.005146156
1456,894.1,24.39,0,440,0.00354335
1457,696.5,27.39,0,451,0.003835579
1458,20.39,18.65,0,431.3333333,0.002754992
1459,22.5,17.365,126.5,447.5,0.002919888
1460,21.5,33.5,479,1290.75,0.005319982
1461,20.89,19.79,0,575.5,0.003016154
1462,19.5,27.7,0,449,0.003879261
1463,20.39,19.16666667,0,434,0.002831662
1464,23.1,17.03333333,268.25,447.5,0.002970459
1465,,25,0,442,0.003841124
1466,868.1,33.09,0,445,0.004817065
1467,554.29,25.2,433,966.3333333,0.004192075
1468,19.6,29.55,0,437,0.004166058
1469,19.2,30.6,13.5,431,0.004208309
1470,19.5,27.79,0,451,0.003891944
1471,19.53333333,30.1,0,439.6666667,0.004226459
1472,19.29,31.6,0,433,0.004371412
1473,21.365,18.5,262.5,455.5,0.002902474
1474,264.89,18.79,0,439,0.002690836
1475,20.39,18.7,0,435.5,0.002762411
1476,21.2,25.29,0,467,0.003934293
1477,21.29,20.89,0,583,0.003264294
1478,21.05,25.445,0,449,0.003922035
1479,22,18,78.5,445.25,0.002935994
1480,19.7,19.39,0,451,0.002744454
1481,604.39,26.82333333,0,459.6666667,0.00372998
1482,20.55,21.1,0,453,0.00314983
1483,22.1,26.29,454,1031.333333,0.004323991
1484,23.06666667,17.26,297,448.6666667,0.003004086
1485,21.5,20.725,509,839,0.003280543
1486,21.6,26.5,0,515,0.004226803
1487,19.29,26.2,0,461.5,0.003620051
1488,21.89,21.22,469,875.75,0.003440832
1489,19.39,26.29,0,464,0.00365538
1490,19.5,30.1,0,434,0.00421765
1491,22.2225,24.865,433,954.75,0.004118903
1492,23.1,17,252,447.6666667,0.002964618
1493,19.1,31.5,0,439,0.004305826
1494,20.29,32.95,0,475,0.004853669
1495,19.39,27.39,0,447,0.003809261
1496,20.5,8406.29,0,441.6666667,0.003168499
1497,20.7,22.445,0,459,0.003383
1498,20.29,33.09,0,447.6666667,0.004874453
1499,20.29,20.7,0,446,0.003040374
1500,19.34,31.2,0,433.5,0.004329246
1501,19.66666667,27.73,405,510.6666667,0.003924175
1502,19.39,27.2,0,466,0.003782676
1503,19.745,7447.2675,0,451.75,0.002734702
1504,20.5,35,0,972,0.005226043
1505,19.39,31,0,439,0.004314804
1506,223,24.89,0,434,0.003593959
1507,820.34,21,469,832,0.003291704
1508,20.5,19.1,0,437,0.002841082
1509,20.39,30.84,433,886,0.004568935
1510,19.7,19.39,0,447,0.002744454
1511,22.7,26.815,597.25,1102.75,0.004576069
1512,21.5,19.9725,47,714.3333333,0.003160825
1513,19.39,27.39,0,444.5,0.003809261
1514,21.7,18.39,58,441.75,0.002945197
1515,20.39,32.9,0,501,0.004876516
1516,20.2,18.6,0,432,0.002715358
1517,19.39,27.2,0,463,0.003782676
1518,19.5,27.7,0,450.75,0.003879261
1519,21.245,25.245,0,464,0.003938177
1520,21.79,20.23,518.6666667,802.3333333,0.003259385
1521,21.05,24.945,0,440.5,0.003844489
1522,20.1,24.05,0,438.5,0.003493678
1523,19.79,19.1,0,438,0.002718438
1524,545.29,2378.9,0,458.5,0.004846247
1525,20.2,21.29,0,447,0.003110027
1526,21.13333333,25.39,0,443.3333333,0.003933714
1527,19.34,26.79,0,471,0.003713671
1528,20.7,35.29,0,1048,0.005335658
1529,19.5,27,0,462,0.003780633
1530,21.2,19.29,0,482,0.002996394
1531,19.79,19.29,0,446.5,0.002745599
1532,21.245,8615.95,469,1122.2,0.005150096
1533,21.1,21.2,448,786.75,0.003274381
1534,21.5,18.42666667,303,459,0.002915036
1535,22.29,25.945,484,809.5,0.004316867
1536,19.2,31.5,0,434,0.004332945
1537,20.39,19.03333333,173.3333333,456,0.002811874
1538,754.39,30.84,0,438,0.004292381
1539,21.34,24.2225,433,703,0.003799909
1540,19.34,27.2,0,467,0.00377085
1541,21.89,19.76,552.3333333,731,0.003202874
1542,19.29,26.29,0,467,0.003632559
1543,20.29,18.6,0,431,0.002730576
1544,22,23.89,433,850.6666667,0.003902744
1545,22.1,38.82666667,433,2001,0.006407172
1546,21.9175,37.2725,444,1762,0.006079446
1547,19.315,6702.675,0,437.75,0.003831102
1548,21.745,35.24,479,1418.5,0.005684109
1549,19.79,19,0,430.5,0.002704143
1550,19.745,19.34,0,443.5,0.002745037
1551,19.89,26.4725,28,421.5,0.003797731
1552,23,16.82333333,189,443,0.002915884
1553,19.1,,0,441,0.004290686
1554,20.29,32.96666667,0,460,0.004856144
1555,20.2,23.34,0,433,0.003411131
1556,22.7,26.89,531.25,1120,0.004588962
1557,21,24.89,0,445,0.003824119
1558,20.7,20.39,0,455,0.003071733
1559,19.29,31.5,0,431,0.004357482
1560,21.79,3272.1,0,542,0.004374038
1561,20,18.745,0,437,0.002702804
1562,22.1,6989.09,433,2026,0.006451078
1563,20.7225,31.865,438,1111,0.004820538
1564,22.2,26.82333333,441,832.6666667,0.00443949
1565,19.39,27.6,0,441.5,0.003838647
1566,21.89,36.66333333,453,1630,0.005969006
1567,21.7,21.516,441.4,872.75,0.003448608
1568,20.29,32.95,0,468,0.004853669
1569,20.445,19.2,0,471.5,0.002846302
1570,20.32333333,33,0,451,0.004871194
1571,22.1,27.2,0,574.5,0.004474738
1572,19.39,25.89,0,473.6666667,0.003599442
1573,19.7,19.5,0,450,0.002760093
1574,21.96333333,37.56,439,1828.333333,0.006144132
1575,23.1,17,279.75,446,0.002964618
1576,695.5,33.23,31,1236.666667,0.005276741
1577,21.2,25.1,0,446,0.00390455
1578,20.6,19.29,0,434,0.002887311
1579,22.55,17.245,139,444,0.002908479
1580,19.39,31.1,0,438,0.00432882
1581,21,32.4725,454,1289.25,0.004998462
1582,20.84,19.695,433,589.5,0.002992341
1583,19.89,18.745,0,438,0.002684364
1584,19.89,6549.84,0,436,0.002698027
1585,19.89,19,0,442.5,0.00272104
1586,963.5,33.4,0,627,0.004985223
1587,19.34,31.29,0,432,0.004341822
1588,20.315,3392.245,413,488.6666667,0.002830085
1589,21.26,25.26,0,459.6666667,0.003944183
1590,20.2675,19.2,151.75,459.6,0.002815123
1591,20.2,19,0,453,0.002774013
1592,20.29,33,0,452.5,0.004861092
1593,20.89,23.1,0,445.6666667,0.003523482
1594,20.16666667,33,0,448,0.004823874
1595,20.39,18.7,0,431.5,0.002762411
1596,20,18.89,0,440.5,0.002723803
1597,21.65,21.125,433,811.75,0.003375206
1598,22.7,17.6,352.6666667,456.6666667,0.002995924
1599,19.7,19.39,0,451.5,0.002744454
1600,21.1,19.445,26.5,439.5,0.00300201
1601,21.32333333,24.29,426.6666667,727,0.003806647
1602,21.89,21.32333333,469,879,0.003457681
1603,22,23.89,433,840.6666667,0.003902744
1604,19.745,19.2675,0,451.75,0.002734702
1605,22.79,27.5,0,685.6666667,0.004719735
1606,21.5,33.59,504,1312,0.005334397
1607,20.1,33.09,0,454,0.004817065
1608,20,29.39,405,661.3333333,0.004248169
1609,21.39,36.5,0,1419,0.005761524
1610,20.15,26.2675,62,424.75,0.00382969
1611,20.2,32.9,0,453,0.004819147
1612,20.2,19.1,0,453,0.002788679
1613,21.5,33.4,464,1274.333333,0.005303966
1614,20.2,32.9,0,449,0.004819147
1615,19.39,27.2,0,426.5,0.003782676
1616,19.945,19.365,112,451,0.00278306
1617,20.29,33.09,0,457.3333333,0.004874453
1618,237.5,33.79,405,495.5,0.005043906
1619,19.39,27.39,0,435,0.003809261
1620,838.39,27,0,463,0.003754695
1621,20.945,23.5,0,450.6666667,0.003597065
1622,400.2,18.7,419,442,0.002730021
1623,19.39,8935.2,0,459,0.003782676
1624,22.29,17.6,107,439.5,0.002921859
1625,651.6,19.5,33.5,454.5,0.002742927
1626,22.1,26.1,446.5,1026.75,0.004292526
1627,19.39,27.6,0,434.5,0.003838647
1628,20.7,20.6,4.666666667,441,0.003103527
1629,21.2,25.2,0,444.5,0.003920204
1630,19.6,29.92666667,0,437.5,0.004219522
1631,20,18.79,0,444,0.002709321
1632,19.34,26.7,0,471,0.00370112
1633,19.89,28.65,389,599,0.004112179
1634,21.5,26,0,492.5,0.00412105
1635,20.29,33.09,0,453,0.004874453
1636,20.5,31.1,447,977,0.004639369
1637,21.39,33.35,479,1438.5,0.005260091
1638,20.5,4198.0675,0,762.5,0.005085667
1639,22.2,8805.6,454.75,1076.5,0.004402265
1640,20.29,9627.145,0,451.5,0.004882619
1641,19.445,25.945,0,471.5,0.00361957
1642,21,25,0,443.5,0.003841124
1643,20.29,18.7675,0,432.75,0.002755275
1644,19.89,26.84,0,445,0.003850779
1645,21.1,19.79,0,517,0.003055534
1646,19.445,30.55,0,435,0.004266418
1647,19.7,28.5,0,437,0.00404226
1648,20.5,19.2,0,433.5,0.002856025
1649,20.7,20.525,14,442.75,0.003092172
1650,20.6,26.2,74,418,0.003928126
1651,22.2675,27.315,0,608.5,0.004540214
1652,21.445,19.5,494,665,0.003075249
1653,21.7,20.46,507,801,0.003278459
1654,19.89,26.55,0,442,0.003808917
1655,20.89,19.79,433,621,0.003016154
1656,20.7,31.575,442.5,1075.25,0.004769663
1657,20.445,33,0,543,0.004908225
1658,20.79,35.7,0,1165,0.005428453
1659,21.815,19.3675,543.25,683.5,0.003124517
1660,20.55,33.79,405,508,0.005059615
1661,19.745,26.7,39.5,423,0.00379606
1662,20.6,31.295,438,1019.5,0.004697781
1663,19.39,26.79,0,461,0.003725317
1664,19.89,26.5,30.75,422.5,0.0038017
1665,20.5,33.8725,0,723.75,0.005056321
1666,966.39,26.245,100.25,419.75,0.003883937
1667,19.29,31.7,0,436.5,0.004385344
1668,561.34,26.39,438,1068.75,0.004404907
1669,21.89,27.1,0,555,0.004401023
1670,19.89,18.89,0,444,0.002705218
1671,20,18.7,0,437,0.002696288
1672,22.2,24.35666667,433,903,0.004028591
1673,19.79,19.1,0,438.5,0.002718438
1674,21.6,26.445,0,508.5,0.004217971
1675,21,24.39,0,442.5,0.003746836
1676,21.7,21.125,433,812,0.003385597
1677,19.39,26.7,0,460,0.003712727
1678,21.5,25.84,0,490,0.004095523
1679,20.5,18.7,0,434,0.002781317
1680,20.29,33,0,450,0.004861092
1681,21.89,21.2675,454,896,0.003448577
1682,21.1,25.5,0,451.5,0.003942734
1683,21.2,25.5,0,469.5,0.003967171
1684,21.7,27,0,525,0.004333714
1685,21.5,33.79333333,464,1460.333333,0.005366967
1686,20.2,18.6,0,432,0.002715358
1687,19.39,27.6,0,431,0.003838647
1688,19.1,31.39,0,436,0.004290686
1689,21.7225,20.65,475.25,829.5,0.003313645
1690,19.5,30.1,0,436.5,0.00421765
1691,21.13333333,18.6,269,460.6666667,0.002876863
1692,19.39,31.2,0,434,0.004342836
1693,21.4175,33.09,13,1229.75,0.005227615
1694,21.6,24.55,484.5,811,0.003913817
1695,20.5,33.5,0,647.5,0.005000269
1696,20.5,19.2,0,429,0.002856025
1697,21.5,34.4,468,1395,0.005464162
1698,685,25,0,437,0.003609935
1699,19.42666667,27.42666667,0,437,0.003823159
1700,21.2,19.79,0,516.3333333,0.003074445
1701,19.89,18.89,0,433,0.002705218
1702,19.745,19.29,0,443,0.002737909
1703,21.2,19.34,0,483.5,0.003004198
1704,20.29,18.84,0,433,0.002765966
1705,20.7,26.79,186,428,0.004042152
1706,22.35666667,17.7,342,452.6666667,0.00295054
1707,20,25.65,0,442,0.003704352
1708,19.79,,0,441,0.002745599
1709,20.1,33,0,449.5,0.004803862
1710,20.1,24.2,0,435.3333333,0.003515591
1711,22.15,38.425,433,1917.5,0.006359759
1712,22.39,17.7,351.5,453.5,0.002956556
1713,19.26,1381.7,0,434,0.004377098
1714,21.7,20.4725,490.25,792.6,0.003280473
1715,20.16666667,21,0,439,0.003061105
1716,19.5,27.1,0,456,0.003794721
1717,19.445,5171.7,0,459.5,0.003725531
1718,22.1,5501.29,433,1901.75,0.006317712
1719,20.29,32.95,0,465,0.004853669
1720,20.89,23.445,0,448,0.003576408
1721,20,18.73,0,436.3333333,0.002700632
1722,21.65,20.2475,487.75,789.5,0.003234276
1723,19.39,26.39,0,469,0.003669366
1724,22.2675,38.62,433,1978.75,0.006438747
1725,22.29,25.995,447,1042.5,0.004325244
1726,20.39,32.9,0,527,0.004876516
1727,19.39,30.745,0,438,0.004279067
1728,20.2,18.5,0,434,0.002700696
1729,19,31.39,0,432,0.004263812
1730,20.945,19.695,0,570,0.003011826
1731,19.29,31.29,0,434,0.00432823
1732,20.5,33.5,0,641,0.005000269
1733,19.39,31.39,0,438,0.004369469
1734,21.34,21.2675,455.5,830.25,0.003333858
1735,19.2,30.84,31,427.5,0.004241541
1736,19.34,,13,432,0.004238439
1737,21.05,36.145,0,1275.5,0.00558612
1738,19.39,9745.29,0,431,0.004355451
1739,22.2225,25.99,444,781.5,0.00430655
1740,19.79,27.5,0,444,0.003921519
1741,19.89,18.89,0,438,0.002705218
1742,19.7,19.39,0,446.5,0.002744454
1743,901.29,27.5,0,426.6666667,0.00380077
1744,802.2,31.13333333,14,438.3333333,0.004282162
1745,20.5,4028.39,0,436,0.003183458
1746,19.5,27.7,0,452,0.003879261
1747,19.79,19.34,0,442.5,0.002752747
1748,21.5,25.89,0,493.5,0.0041035
1749,20,7766.6,0,436,0.002681807
1750,,26.6,459,1036.5,0.004375336
1751,21.7675,24.865,490,847.75,0.004005429
1752,20.39,29.2,272,427.3333333,0.00432428
1753,21.945,37.045,444,1695,0.006052226
1754,20.79,20.29,0,457,0.003073668
1755,19.34,26.7,0,465,0.00370112
1756,20.89,24.29,0,442,0.003706077
1757,22.2,26.89,454.6666667,1105,0.004450603
1758,20.89,4442.79,0,448,0.003782829
1759,22.06666667,25.79333333,503.6666667,969.3333333,0.004233077
1760,20.5,19.1,0,431,0.002841082
1761,22.2,26.6,439,1070.333333,0.004402265
1762,20.2,21.2,0,446.5,0.003096814
1763,19.79,19.15,0,440,0.002725585
1764,19.5,27.1,6,424.5,0.003794721
1765,20.7,27.32333333,171,423,0.004123156
1766,20.29,30.53333333,433,843.6666667,0.004495112
1767,19.39,27.39,0,444.5,0.003809261
1768,20,25,0,443,0.003609935
1769,19,31.39,0,437.5,0.004263812
1770,787.89,26.29,0,440.5,0.003771391
1771,20,18.6,0,441,0.002681807
1772,22.2,27.29,0,595,0.004517288
1773,636.5,34.79,0,902,0.005194424
1774,19.89,26.89333333,0,440.6666667,0.003858478
1775,20.29,33.09,0,454.3333333,0.004874453
1776,,18.79,0,435.5,0.002709321
1777,21.1,25.46333333,0,450.3333333,0.003937029
1778,22.5,28.34,524,1087.5,0.004779492
1779,20.29,18.84,0,430,0.002765966
1780,19.39,27.2,0,464.5,0.003782676
1781,643.8566667,20,9.333333333,441.3333333,0.003042041
1782,20.2,33.09,0,452.5,0.004847194
1783,20.29,32.9,0,462,0.004846247
1784,19.1,30.89,22.5,432.5,0.004221877
1785,20.5,26.26,63.33333333,425.6666667,0.003912816
1786,20.29,8389.2,0,454,0.002819058
1787,20.29,20.89,0,443,0.003068418
1788,19.7,28.945,0,441.5,0.004105793
1789,19.89,18.89,0,439,0.002705218
1790,20.89,32.3725,437.25,1224.75,0.004949086
1791,21.65,18.445,44,443,0.002944986
1792,19.6,28.6,0,438,0.004031255
1793,19.7,19.445,0,450,0.002752273
1794,,31.6,0,436,0.004371412
1795,20.445,33,0,546,0.004908225
1796,21,19.79,0,473,0.003036726
1797,21.05,25.445,0,450,0.003922035
1798,19.625,19.5,10,458,0.002747209
1799,20.2,19.1,0,450,0.002788679
1800,19.5,27.6,0,446,0.00386517
1801,20.5,33.79,405,506.6666667,0.005043906
1802,19.39,27.2,0,426,0.003782676
1803,21.2,19.39,0,475,0.003012003
1804,19.89,19.4175,103,453.25,0.002781099
1805,19.29,31.7,0,432,0.004385344
1806,941.6,26.15,95.75,422,0.003920582
1807,757.39,28.39,532,1054,0.004755836
1808,20.1,33.09,0,445,0.004817065
1809,873.4633333,21.56666667,0,438.6666667,0.003202594
1810,20.55,21.1,0,454,0.00314983
1811,19.5,30.2,0,438,0.004231757
1812,19.39,30.53333333,29.25,429,0.004249407
1813,19.29,27.6,0,435.5,0.003814675
1814,21.79,20.39,479,811.3333333,0.0032853
1815,20.7,20.6,0,443,0.003103527
1816,20.89,23.29,0,446,0.003552629
1817,586.29,32.9,0,474,0.004846247
1818,22.34,17.6,107,445,0.002930804
1819,20.1,8742.1,0,444,0.003063029
1820,19.39,26.29,0,465.5,0.00365538
1821,19.29,31,7,432.75,0.004287839
1822,21,3412.5,0,444,0.003763837
1823,20,18.73,0,433.6666667,0.002700632
1824,22.2,27.1,465.6666667,1110,0.004485611
1825,20,18.89,0,439.6666667,0.002723803
1826,20.5,19.65,0,432,0.002923278
1827,21.2,21.06666667,449.3333333,789.6666667,0.003273823
1828,21.7225,21.5225,460,903.75,0.00345443
1829,22.2,27.075,481.5,1115,0.004481443
1830,20.2,33,0,445,0.004833908
1831,20.29,18.7,0,434,0.002745321
1832,19.39,27.39,0,445.5,0.003809261
1833,,20,0,626,0.003069109
1834,21.89,27.1,0,548.5,0.004401023
1835,21.2,19.63,0,510,0.003049466
1836,19.26,31.06666667,25,435,0.004289045
1837,920.7,22.7,0,453.5,0.003421646
1838,19.2,31.5,0,435,0.004332945
1839,21.5,33.62666667,499,1312.666667,0.00534027
1840,362.7,22.39,356,457,0.003374666
1841,22.06666667,21.49333333,487.3333333,876.3333333,0.003523384
1842,22.1,39.0225,433,2008.25,0.006439823
1843,21.2,32.9,13,1128.25,0.00512792
1844,20.29,18.5,0,435,0.002715832
1845,20.7,35.29,0,1059,0.005335658
1846,20.2,18.6,0,431.3333333,0.002715358
1847,19.79,19.2,0,444,0.002732733
1848,20.7,22.5,0,457,0.003391335
1849,21.2,20,0,526.5,0.003107232
1850,406.7,20.6,469,824,0.003301012
1851,20.39,20,0,439,0.002955362
1852,20,25.7,0,445,0.003711616
1853,,26.79,0,470,0.003702057
1854,19.7,19.34,0,443,0.002737346
1855,21.89,18.1,329.3333333,460,0.002932538
1856,20.5,33.5,0,657.5,0.005000269
1857,22.175,27.125,458.5,1127.75,0.004482898
1858,804.2225,30.575,15,434.25,0.004210788
1859,20.34,33,0,452,0.004876252
1860,20.6,20.89,0,458.5,0.003128002
1861,19.445,26.89,0,459.5,0.003752202
1862,20.89,19.92666667,0,472,0.003037085
1863,20.89,24.1,0,445,0.003676916
1864,20.29,4059.9,0,452,0.004846247
1865,20.2,32.9,0,452,0.004819147
1866,21.2,25.6,0,469,0.003982828
1867,20.1,32.95,0,444,0.004796527
1868,21.5,19.9725,62.5,720.25,0.003160825
1869,551.05,31.05,26.5,431,0.004230586
1870,20.29,32.95,0,450,0.004853669
1871,20.39,19.2,0,454,0.002836609
1872,21.7,20.14,492,773.5,0.003226917
1873,19.7,28.445,0,438.5,0.004034409
1874,689.445,26.29,0,468,0.003667985
1875,20.39,21.29,0,445,0.003146948
1876,651.5,34.09,0,788.5,0.005089054
1877,22.4725,26.89,708.75,1099,0.004525545
1878,19.1,6318.463333,0,440.6666667,0.004300779
1879,19.7,19.35666667,0,445,0.002739715
1880,20.89,19.79,0,471.5,0.003016154
1881,20.79,34.82666667,433,636,0.005294526
1882,19.42666667,26.85666667,0,464.3333333,0.003743225
1883,20.89,23.445,0,446,0.003576408
1884,19.46333333,27.56666667,0,450,0.003851625
1885,20.5,21.1,0,434,0.003140079
1886,19.79,19.2,0,440,0.002732733
1887,20,18.6,0,438,0.002681807
1888,19.39,27.5,0,445,0.003824654
1889,22.29,28.5,494,1037,0.004745225
1890,19.39,26.7,0,466,0.003712727
1891,21.7,37.145,0,1623.5,0.005977716
1892,19.79,19.29,0,439,0.002745599
1893,257.29,31.55,0,436.5,0.004364447
1894,19.29,26.79,0,469,0.003702057
1895,20.39,10026,0,567,0.004891455
1896,21.39,25.7,0,485,0.004045656
1897,20.6,35.09,0,1001,0.005272288
1898,21.65,20.34,465.5,789.5,0.003249129
1899,443.5,33.9,0,726,0.005060459
1900,19.34,31.15,0,438,0.00432226
1901,22.29,27.39,0,622,0.004559056
1902,21.79,27.1,0,536,0.004374038
1903,19.39,27.2,14,420.75,0.003782676
1904,19.5,26.7,0,477.5,0.003738374
1905,21.2,19.39,22,433.5,0.003012003
1906,541.55,29.945,0,439.6666667,0.004208936
1907,690.3233333,26.46333333,447,1076.333333,0.004412726
1908,20.5,33.5,0,660.5,0.005000269
1909,20.6,21.03333333,0,439.6666667,0.003149573
1910,20,25.1,0,447,0.003624459
1911,21.5,8188.2,0,502,0.004152962
1912,20.2,20.89,0,439,0.003051308
1913,19.29,26.79,0,467.6666667,0.003702057
1914,443.7,20.7675,480,854.75,0.003327996
1915,19.29,31.5,0,431.6666667,0.004357482
1916,20.55,19.6,0,430,0.002924855
1917,21.6,21.2675,433,822.25,0.003387663
1918,19.39,27.39,0,446,0.003809261
1919,21.2,25.2,0,446,0.003920204
1920,593,18.89,0,443,0.002723803
1921,19.39,27.2,14,422.5,0.003782676
1922,19.79,26.6,33.5,424.25,0.003792396
1923,21.9725,9444.9475,444,1845.5,0.00621166
1924,21.2,21.445,0,613.5,0.003332933
1925,20,18.7,0,440,0.002696288
1926,20.89,24.89,0,438.3333333,0.003798181
1927,21.79,21.79,449,937.5,0.003512146
1928,19.39,26.89,0,463.5,0.003739306
1929,19.39,27.2,14,422.6666667,0.003782676
1930,675.26,31.46333333,0,431.6666667,0.004344191
1931,21.15,25.29,0,448,0.003922161
1932,20.39,1687.09,0,448,0.0049049
1933,19.29,31.29,0,434,0.00432823
1934,19.6,29.445,0,437,0.004151156
1935,23.1,17,285,448.5,0.002964618
1936,21.865,21.3175,464.5,890.5,0.003451428
1937,20.5,33.29,0,1101.333333,0.004968673
1938,19.39,27.1,0,467.5,0.003768685
1939,20,18.7,0,434,0.002696288
1940,20.55,19.445,0,438.5,0.002901617
1941,20.55,19.29,0,433.5,0.00287838
1942,19.5,30.29,0,442.5,0.004244454
1943,19.29,26.79,0,469.5,0.003702057
1944,19.245,30.55,19.75,432.75,0.004213265
1945,20.5,6239.4,0,617,0.004985223
1946,20.2,20.85666667,0,443.6666667,0.003046416
1947,19.89,18.79,0,439,0.002690836
1948,19.945,18.79,0,430,0.002700064
1949,19.5,30.1,0,438.5,0.00421765
1950,20.89,23.1,0,449.5,0.003523482
1951,19.29,27.65,0,435,0.003821629
1952,20.32333333,20.5,0,442,0.003017095
1953,335.8233333,18.23,50,441.3333333,0.002941643
1954,326,19.89,0,602,0.003052146
1955,395.1,20.15,0,664.5,0.003111395
1956,290.5,26.79,0,473,0.003751051
1957,20.1,21.2,0,446,0.003077618
1958,20.865,19.7675,433,636.5,0.003008055
1959,19.5,27.29,0,447,0.00382149
1960,23.1,17.06,268,445.25,0.002975132
1961,19.89,18.79,0,441.5,0.002690836
1962,304.445,27.2,0,427,0.003795723
1963,20,18.7,0,448,0.002696288
1964,21.55,24.5175,471.25,808.75,0.003896587
1965,20.125,26.2225,69.25,420.25,0.003817143
1966,20.96333333,24.89,0,443.3333333,0.003815456
1967,20.29,32.96666667,0,466.3333333,0.004856144
1968,999.2,31.5,0,437,0.004332945
1969,22,20.92,477,858.25,0.003414892
1970,20.89,23.29,0,448.5,0.003552629
1971,383.5,19.745,0,437,0.002937477
1972,19.6,19.5,13.5,454.5,0.002742927
1973,233,27.2,0,681.5,0.004728078
1974,20.6,19.445,0,435.5,0.00291062
1975,20.39,19.29,0,497,0.002849966
1976,19.5,27.65,0,449,0.003872215
1977,20.55,18.945,0,432.5,0.002826667
1978,20.5,33.9,0,726,0.005060459
1979,21.89,36.595,453.25,1616.5,0.005957775
1980,22.2,20.745,513.5,840,0.00342793
1981,20.39,32.9,0,502,0.004876516
1982,21.2,32.8725,13,1132.25,0.005123598
1983,20.1,33,0,444,0.004803862
1984,22.39,17.4175,128.25,442,0.002909148
1985,22.1,17.945,76.5,445.25,0.002944967
1986,19.39,3697.7,0,468,0.003712727
1987,21.29,20.96333333,453,788.3333333,0.003275814
1988,20.245,33,0,448,0.004847483
1989,21,18.7675,204,459.75,0.002879099
1990,20.2,2748.09,0,451,0.004847194
1991,19.39,31,0,438.3333333,0.004314804
1992,19.39,26.7,0,474,0.003712727
1993,21.7,26.89,0,528,0.004315936
1994,20.6,19.5,0,433,0.002918891
1995,19.6,6127.79,0,435.5,0.004200122
1996,1013.73,20.29333333,504,794.3333333,0.003257613
1997,21.5,23.35,0,732.5,0.003698522
1998,21.625,21.2225,433,819.75,0.003385659
1999,22.1,39.09,433,2026,0.006451078
2000,20.89,23.5,0,446,0.003584847
2001,19.79,19.2,0,438,0.002732733
2002,20.05,18.84,0,442.5,0.002725024
2003,20.39,3453.34,0,492,0.002857387
2004,19.79,19.2,0,452,0.002732733
2005,20.39,32.9,0,527,0.004876516
2006,,27.46,0,449.6666667,0.003827834
